Month, Bad
December, http://newsinfo.inquirer.net/547399/2-soldiers-hurt-in-land-mine-blast-in-north-cotabato
December, http://newsinfo.inquirer.net/547391/trb-probes-don-mariano-transit-bus-accident
December, http://newsinfo.inquirer.net/547387/groom-killed-while-helping-motorist-in-snow
December, http://newsinfo.inquirer.net/547381/transport-body-suspends-bus-firm-in-skyway-accident
December, http://newsinfo.inquirer.net/547373/doj-asked-to-probe-alleged-collusion-on-power-rate-hike
December, http://newsinfo.inquirer.net/547289/operator-of-bus-that-fell-off-skyway-was-on-2011-list-of-most-dangerous
December, http://newsinfo.inquirer.net/547199/still-smarting-from-barbs-soliman-vows-to-soldier-on
December, http://newsinfo.inquirer.net/547191/21-killed-as-bus-falls-from-skyway-tollroad-in-taguig
December, http://newsinfo.inquirer.net/547185/cpp-hits-comrades-cruel-conviction
December, http://newsinfo.inquirer.net/547169/measure-filed-to-increase-speed-limits
December, http://newsinfo.inquirer.net/547163/5000-families-in-samar-need-livelihood-aid
December, http://newsinfo.inquirer.net/547119/deped-school-rehab-to-cost-a-total-of-p12b
December, http://newsinfo.inquirer.net/547113/cagayan-economic-zone-allows-used-car-importations-anew
December, http://newsinfo.inquirer.net/547109/bunker-oil-siphoning-in-iloilo-completed
December, http://newsinfo.inquirer.net/547023/roxas-around-p5m-worth-of-jewelry-taken-from-sm-north-heist
December, http://newsinfo.inquirer.net/547017/aquino-roxas-arrive-at-sm-north
December, http://newsinfo.inquirer.net/547011/rolito-go-asks-doj-to-free-him-due-to-his-poor-health
December, http://newsinfo.inquirer.net/546997/trillanes-to-aquino-use-malampaya-fund-to-cushion-power-rate-hike
December, http://newsinfo.inquirer.net/546991/no-basis-to-impeach-sc-justices-over-pork-lawmakers-disqualification-lawyer
December, http://newsinfo.inquirer.net/546985/100-npa-rebels-raid-misamis-occidental-town-police-station
December, http://newsinfo.inquirer.net/546977/mandaluyong-to-implement-total-ban-on-plastic-bags-in-2014
December, http://newsinfo.inquirer.net/546959/martilyo-gang-members-eyed-in-sm-north-jewelry-shop-robbery
December, http://newsinfo.inquirer.net/546941/pope-francis-says-he-is-no-marxist
December, http://newsinfo.inquirer.net/546895/japanese-diplomat-hurt-in-failed-yemen-abduction
December, http://newsinfo.inquirer.net/546915/tension-grips-sm-city-north-edsa
December, http://newsinfo.inquirer.net/546881/yolanda-death-toll-rising-by-eight-daily
December, http://newsinfo.inquirer.net/546851/n-korea-leaders-aunt-unscathed-after-husbands-execution
December, http://newsinfo.inquirer.net/546839/popes-crackdown-on-order-alarms-traditionalists-2
December, http://newsinfo.inquirer.net/546821/mandela-laid-to-rest-at-state-funeral
December, http://newsinfo.inquirer.net/546807/south-africa-prepares-to-bury-mandela
December, http://newsinfo.inquirer.net/546799/contractual-workers-tap-social-media-for-labor-advocacy
December, http://newsinfo.inquirer.net/546791/al-qaeda-more-dangerous-than-ever
December, http://newsinfo.inquirer.net/546781/thai-military-hosts-forum-on-political-crisis
December, http://newsinfo.inquirer.net/546777/charges-to-be-filed-against-accused-in-smuggling-of-marlboro-cigarettes
December, http://newsinfo.inquirer.net/546755/ships-to-haul-500-tons-of-syrian-chemical-agents
